Description	Answer
Technicians performing military duty must be in a leave status from the technician program.	"Permanent technicians, and temporary technicians over 90 days are entitled to Military leave (LM) otherwise timecards should be coded Military Furlough (KG), LWOP -Leave without pay (KA), or other paid leave status.
 
 
 
 *It is important technicians are mindful of their timecards status while performing military duties. Receiving compensation in a paid status (i.e. RG, RF, RS, etc) is considered a dual compensation condition which is NOT authorized and could result in a debt."
Compensatory Time is time earned that can be used for hours paid at a later time.	"Yes, with supervisor approval, technicians are authorized compensatory time for hours worked in addition to their scheduled hours. Use code CE in ATAAPS.
 
 
 
 * Compensatory time must be used within one year from the date earned (26 pay periods) or the technician will forfeit it!"
Timecards can be entered in ATAAPS by the member and/or the Timekeeper.	Ultimately the member is responsible for ensuring their timecards are entered in ATAAPS prior to the close of the pay period. Timekeepers are available for assistance with time inputs and can answer your questions regarding type codes. In a member's absence, the Timekeepers may also complete them in ATAAPS.
Technicians accrue various types of leave over the course of their employment. However, only certain leave balances carryover when a technician transfers or comes back to the technician program.	You need to inform the Base CSR upon check in that you previously held a technician position. They will perform the steps of requesting your previous leave balances from DFAS to have them pulled over to your current record.
Technicians are authorized leave for birth events, adoptions and fostering under the FMLA.	Requests for eligibility approval must go through HRO. Please contact FSS to start the process. Once approved, the HRO will forward these documents to the CSR who will input the leave to your record.
Each base has a central coordinator for Civilian Pay matters.	The Base CSR (Customer Service Representative) is the first stop for questions and information relating specifically to your pay. Administrative questions should be directed to the FSS/HRO.
Completed RTS Voucher	"1. All docs must be in ONE PDF, not Portfolio
 
 2. A complete set of your orders, including mods, must be provided
 3. Certified orders are required for final/supplemental vouchers
 4. All pages of the DD Form 1351-2/1351-2C must be included
 5. All receipts as required
 6. Any approved leave taken during long tours (orders 31 days or over); at minimum, leave must be accounted for in the remarks section
 *Any incomplete vouchers will not be processed
 *Do not send duplicates"
When I attach PDF copy of AROWS orders I get error.	"Best way to attach clear PDF of AROWS order is to the the Print function then select ""Microsoft Print to PDF"", then attach file. Alternate method would be to print then use scanner to create copy."
An Organizational Defense Travel Administrator (ODTA) is the Squadron level manager for DTS processing. Your ODTA is the first person you should contact to get assistance for inputting and processing DTS authorizations and vouchers.	A listing of the ODTAs for the 119 Wing is on the Travel SharePoint.
A myPay Profile is required for all Military Members to gain access to important financial data such as their LES, Tax documents, Travel Voucher Advice of Payment, & personal information updates that are pay effecting changes.	"Once a new member has returned from Technical School and the Communications Squadron has created their email they can navigate to the myPay website utilizing the link under ""Quick Links"". Once the member is on the website they will look to the right scroll down to ""New User"" and select the blue button labeled ""Create your myPay Profile"" then follow the prompts."
Below is a breakdown of entitlements based on the number of days certified on AROWS order.	"29 days or less (Base Pay, BAS, BAH II) certified for pay on last day of order
 30 day order ONLY (Base Pay, BAS, BAH II) certified for pay on first day of order member will receive pay at 15 day point
 31 day order or more (Base Pay, BAS, BAH I) certified for pay on first day
 *Members on AT orders can add (1) round-trip mileage claim via AROWS upon e-certification for pay
 Orders 179 or less – members are paid BAH using HOR zip code
 Orders 180 or more – members are paid BAH using PDS zip code BAH"
myPay is an innovative, automated system that puts you in control of processing certain discretionary pay data items without using paper forms. You can also get your pay and tax statements, and travel advice of payment using myPay.	Visit myPay, under Pay Changes select direct deposit link.
You received a new GTC because your current one is about to expire.	"Login to DTS: https://dtsproweb.defensetravel.osd.mil/dts-app/pubsite/all/view/In the upper right corner of the screen, click on your name and then select ""My Profile""On the new window, under the ""Accounting"" header, select ""EFT and Credit Card Accounts""Update your information as necessary and click the ""Save' button at the bottom of the window."
Follow instructions below after logging into AROWS https://arows.sscno.nmci.navy.mil/arows/secure/login.jsp	From the home page, click the drop-down menu at the top left and select “Member”.On the left-hand side, navigate to “Statement of Duty” à “Create”Scroll through each screen, selecting the applicable dependent housing and dependent status. Make sure to select “member was not assigned government housing/government dorms” to ensure that BAH I/BAH II is paid. Otherwise, the member will receive BAH Partial.
Example: I want to change my State of Legal Residence from TX to MA. Complete DD 2058 and send to Finance via CSP.	Complete DD Form 2058 and submit CSP Inquiry with DD Form 2058 completely filled out.
Upon submission of my Marriage Certificate did it update mypay record	No your marriage certificate does not flow to the pay system. In order to receive your new BAH rate you need to turn in a copy of your marriage certificate to FM.
Follow this link to determine your gross pay amount: Military Pay Calculator | Military.com	Follow this link to determine your gross pay amount: Military Pay Calculator | Military.com
Proper GTC (government travel card) use.	NO. You can only get reimbursed for expenses on your travel authorization. If an expense is on someone else's travel authorization, then only they can get reimbursed and they should pay using their GTC.
What signatures are accepted on documents submitted to Finance?	"Digitally signed documents that are printed may not be used for official
 purposes. Financial documents must be digitally signed by a CAC (not printed) or wet signed.
 
 
 AFMAN 65-101
 1.4. Signature Acceptance.
 1.4.1. Wet Signature Acceptance.
 1.4.1.1. Wet signatures are acceptable on any printed document.
 1.4.1.2. Documents may be submitted with “wet” signatures or digital signatures.
 
 1.4.1.3. It is not permissible to have a mixture of wet and digital signatures on any
 document.
 1.4.1.4. All documents must be legible.
 1.4.1.5. Documents may be prepared in ink or using a computer.
 1.4.1.6. Corrections may be made with “pen and ink”. Draw a single line through the
 incorrect entry and initial; do not obliterate the original entry.
 1.4.1.7. White out or corrective tape will not be used.
 1.4.2. Electronic Signature Acceptance.
 1.4.2.1. An electronic signature is acceptable on any digitally signed document.
 1.4.2.2. Financial documents with the typed word “//SIGNED//” will not be accepted as
 a valid certified or approved document.
 1.4.2.3. All financial documents must be signed using a DoD Public Key Infrastructure
 (PKI) CAC certificate utilizing one of the Air Force approved digital signature
 applications, or manually signed with a written “pen and ink” signature as proper
 methods of authentication as defined in AFI 33-321, Authentication of Air Force
 Records.
 1.4.2.4. Digitally signed documents that are printed may not be used for official
 purposes."
When a ticket is created, Finance may have to return it to the customer for more information. It is imperative that the case is sent back to Finance as instructed.	A traditional member has until the Monday after the next Drill to reply and Full-Time members (Technician/AGR) have 7 calendar days. Without a response, the case will be resolved without action. If the member requires action, a new case will need to be opened.
When a ticket is created, Finance may have to return it to the customer for more information. It is imperative that the case is sent back to Finance as instructed.	A traditional member has until the Monday after the next Drill to reply and Full-Time members (Technician/AGR) have 7 calendar days. Without a response, the case will be resolved without action. If the member requires action, a new case will need to be opened.
When do I need to complete BAH Form 594 to certify my dependency status?	Whenever your dependency status changes. If you become a parent, are newly married, become divorced, or are widowed then you need to fill out a 594 and provide supporting documentation.
I moved. What do I do now?	You need to go to FSS and update your address in DEERS. This is most important since you BAH Address that is on your military orders from AROWS is pulled from DEERS. You also need to update your address in myPay, DTS, Citi, TSP, and vMPF. If you are changing states you will also need to fill out DD2058 to adjust state taxes.
I moved and need to update my address.	"1. You need to update your address in MyPay, TSP, and DTS
 2. To update in MyPay:Please submit a CSP ticket with AF594, AF1745 and Proof of Primary Residence (AF1745 and Proof of Primary Residence Memo with acceptable forms of proof are linked to this questions)We only have access to change it in MyPay, no other systems
 3. To update in DTS, log into DTS and change it there
 4. To update in TSP, log into TSP.gov and change it there
 5. Make sure you reach out to Personnel and ask what you need to do to change it in there systems.***"
Guidance on whether or not you are allowed to take leave if on TDY. See attached document for more thorough explanation and references.	"You must be in a leave status to receive reimbursement for round trip travel for a TDY.
 
 
 Active Guard/Reserve (AGR):
 DTS – book entire airfare with the TMC
 -The itinerary needs to include all dates (leave & official travel)
 -Ensure leave is selected on the per diem tab
 -Add 988 to voucher
 Reimbursement – full airfare
 
 Technicians (T5 & T32): When traveling on O&M LOA
 DTS – book entire airfare with the TMC
 -The itinerary needs to include all dates (leave & official travel)
 -Ensure leave is selected on the per diem tab
 -Add leave slip to voucher
 Reimbursement – full airfare
 
 Duty Status Guardsman (DSG) & Technicians in AT/ST status:
 Note: DSGs on long tour orders with a leave balance can use leave like an AGR within DTS.
 DTS – book one-way with the TMC & personal one-way outside DTS
 -The itinerary needs to include only official travel dates.
 -Add a note in “comments to approving official” of their personal travel.
 Reimbursement – the one-way ticket while on official travel"
Leave options for a death in a technician's family.	"No, technicians do not get bereavement leave. However, technicians may use up to 104 hours of sick leave a year in the bereavement of a family member. At no time can a technician use more leave than they have available. This may include the need for travel or dealing with appointments and business in associated with handling the estate of the deceased.
 
 
 When submitting a leave request through ATAAPS:
 -Type Hours: ""LS - Sick""
 -Purpose: ""DE - Family Care/Bereavement""
 -Remarks: write an explanation if you think the request needs clarification for your supervisor to approve
 
 
 References:
 MNGR 690-990-2, Leave and Hours of Duty, 5-5.b."
MPA/RPA/ADOS/Activation Mobilization orders 30 days or longer	"*IMPORTANT! YOU MUST ENSURE BLOCKS 36-44 OF THE AF FORM 938 ARE COMPLETED BY YOU AND YOUR SUPERVISOR IN THEIR ENTIRETY BEFORE SUBMITTING*
 
 
 Select ""Create Inquiry""
 
 
 Select “For Self” (info auto-populates) or “For Other”(creating inquiry for someone else, must have their info)
 
 Enter Subject Info (“Start Pay Order”)
 
 Category is “Military Pay”
 
 Sub Category is “Pre-Certified Order”
 
 
 Write in “Description” box. Give details of inquiry or any additional pertinent information we should know.
 
 Attach or Drag File to upload box
 
 
 
 Select “Submit” in upper right or bottom right."
How long does it take to process a Separation or Retirement inquiry? What is the process?	"TLR, 
 
 
 Due to manning impacts there will be a 5-7 business day turn around for completion of inquiries involving Retirement or Separation processing. Please complete the attached package prior to CSP inquiry submission to ensure that your inquiry is processed within a timely manner. Thank you.
 
 
 V/r, 
 
 
 Financial Operations Flight"
Your inquiry was closed but it was not fully resolved.	"You have 35 days to reopen a completed inquiry before the system will auto close it permanently.
 
 
 If your inquiry was closed without being fully completed, you can reopen the same inquiry without creating a new one. This will prevent you from having to start at the bottom of the list due to creating a new inquiry.
 
 
 Select the inquiry and select ""Reopen"" option in the upper right options."
DTS checklist updated Nov 2022.	DTS checklist for traveler assistance.
DTMO Valid receipt guidance.	What is a valid receipt guidance from DTMO.
What information is required for reimbursement of expenses?	"Itemized receipts are required for all lodging and any single purchase of $75 or more. (JTR par. 030301-A)
 
 
 Attached document Provides additional information for what qualifies as a ""valid"" receipt for reimbursement purposes."
What forms and who do I send those forms to in order to get access to DTS? What training do I need?	Look under Policy Memos & Guidelines to find your instructions.
I got a new bank account and want to update it for pay.	"1. You need to update your direct deposit in MyPay and DTS
 2. To update in MyPay, you need to change it in MyPayIf you can't change it in MyPay, please submit a CSP ticket with direct deposit form.We only have access to change it in MyPay, no other systems
 3. To update in DTS, log into DTS and change it there
 4. Do NOT close your old bank account until you see the direct deposit in your new bank account.***"
I just got married/had a child/had another child/got a divorce.	"1. Complete form 594. 
 2. Obtain proof of dependency documents, i.e. Marriage certificate, birth certificate, divorce decree (If claiming secondary dependents, please review: https://www.dfas.mil/MilitaryMembers/SecondaryDependency/secondarydependency_AirForce/)
 3. Upload 594 and proof into CSP
 4. Remember, with dependent pay will not start until the date the 594 is signed. No back pay will be given if you turn in your documents late. 
 5. Divorce: You will incur a debt if any overpayment was given. No dependency rate will start day divorce decree became effective. 
 5. Contact Personnel to know what to update with them."
Air BnB guidance	See attached memo concerning usable and reimbursement of Air BnB for lodging.
"Timekeepers Role
 
 - coordinate with certifiers ensuring all timecards are certified minimally by the Wednesday during week 2 of a pay period
 
 - ensure all compensatory time is claimed on the time card and must have acorrelating premium request approved
 
 - adjust timecards
 
 - CANNOT submit leave requests
 
 - CANNOT concur your timecard
 
 - CANNOT approve/disapprove leave"	"Requirements for ATAAPS Timekeeper:
 
 
 1. DD2875
 
 -Completed with all 3 signatures. Which team(s) will you need access to as a Timekeeper? Must annotate in block 13.
 
 2. Annual Timekeeper training certificate
 -Digitally sign and submit certificate of completion ONLY the last page
 
 3. NGB Required training
 
 -Digitally sign and submit certificate of completion ONLY the last page
 
 4. Annual Specialized PII Training Requirements
 
 https://dl.cyber.mil/trn/online/disa_pii_v40_final_web/launch.html"
"Certifiers Role
 - ensure all timecards for their assigned employees are approved on accurately and on time
 - ensure all compensatory time claimed must be documented on 'Premium Leave request'
 - CANNOT adjust employee timecards
 - approve/disapprove leave requests- capable of viewing leave balances of employees on their assigned teams"	"Requirements for ATAAPS Certifier:
 1. DD2875
  -Completed with all 3 signatures. Block 13 must include which team(s) requesting access to
 2. Annual Certifier Training
 Only upload the last digitally signed page
 
 3. NGB Required 20.01 Certifier Training
 Only upload the last digitally signed page
 
 4. DAO 101 Training 
 https://fams.cce.af.mil/pub/content/saffm/notice.html?u=https%3A%2F%2Ffams.cce.af.mil%2F
 5. DD577
 
  -I will initiate the request in FAMS and you will receive an email with instructions. The FAMS email must route to your @us.af.mil account.
 6. Annual Specialized PII Training Requirements
  https://dl.cyber.mil/trn/online/disa_pii_v40_final_web/launch.html"
Long tour order Pre-certification	Please see the attached training template on how to properly complete a Pre-cert.
Closeout for orders 30 days or more.	Please see the attached Closeout template with instructions on how to properly closeout an order that is 30 days or more.
What is required to become a Unit APC?	"When you appoint a new APC in your unit we need the following:
 
 1. Updated APC appointment letter
 2. GTS Statement of Understanding for new APC
 3. Unit APC training certificate (attached)
 4. Programs & Policies – Travel Card Program Management (APC Course (Course is in TRAX))
 
 When we have all 4 documents we will save them and create the APC profile for member."
Training for DTS is done on TRAX.	AO checklist from DTMO.
Questions relating to military pay, travel pay, civilian pay, or paying agent functions	"the 628th CPTS Customer Service team can be contacted in three ways:
 1) Virtually here on CSP. Responses given within 3 business days
 2) In-person at the Finance Office (Bldg 322, 3rd Floor) Monday - Thursday 0900-1500
 3) Via phone at 843-963-BUCK (2825) Monday - Thursday 0900-1500"
"Please read the attached memo to understand how to get the maximum amount of BAH 1 when on B2B short tour orders.
 
 
 
 Short Tour = 30 Days or Less 
 
 
 Short Tour orders are typically entitled to BAH II UNLESS they are B2B with another order that now makes it 31 consecutive days. 
 
 
 If you are on orders for 31 consecutive days, you maybe entitled to BAH I. There are different circumstances that can affect your BAH I start date so, read the memorandum to know more. 
 
 
 Example: Order 1: 29 Days - 01-29 October + Order 2: 2 Days - 30-31 October = On Orders for 31 Consecutive Days 
 
 
 If you do have short tour orders that maybe entitled to BAH I:DO NOT E-CERTIFY THESE ORDERS. YOU WILL CAUSE A PAY ISSUEWet sign/complete the statement of duty page (found on the INITIAL order, not on the modifications)Create a CSP inquiry, and upload the complete orders plus any modificationsAllow up to 3-5 business days to get a responseMonitor your CSP inquiry for any actions and to ensure your orders are taken care of."	"If you're short tour orders are back-to-back:
 
 
 1. Complete the statement of duty page attached to the initial order. ENSURE IT IS COMPLETED ENTIRELY.
 2. Upload the orders with the page and any modifications into a CSP Inquiry
 3. Advise in CSP description that you are turning in orders that are B2B and entitled to BAH I"
Finance reports (updated before every drill) can be found on our SharePoint under Squadron Reports.	"Use the Finance Report guide!
 
 
 Check to see if you find your name on these reports. If you do, make sure you get your name off it while you are performing drill. Being on these reports will lead pay issues/delays, document processing delays, suspension of GTCs, and more. 
 
 
 If you are a supervisor, first sergeant, commander, or ODTA, please make sure to let your people know and spread the word. 
 
 
 Find Reports Here --> https://usaf.dps.mil/sites/14034/HQ/CPTF/Squadron%20Reports/Forms/AllItems.aspx"
Short tour orders are 30 days or less. Long tour orders are 31 day or more.	No. Your 30 day order is considered a short tour order. All short tour orders must be signed in AROWS by the member and are processed for pay at the completion of the order.
I am on a short tour order that is entitled to BAH I. What do I need to do to get paid/receive BAH I?	"E-Certify your orders in AROWS. Follow the attached guide and track your orders for pay. Use the memorandum to know when you are entitled to get BAH I on a short-tour order.
 
 
 Once you and all parties e-certify your orders, you will show up on our back-to-back order report where we will then ensure you receive BAH Type I. Review the attached memorandum to understand when BAH Type I begins for back-to-back short tour orders. This report will be generated and reviewed on days LES' are generated. 
 
 
 Please note:
 Short Tour Orders (30 cal days or less) are available to e-certify on the LAST day of the order. Review memo to know when the order gets BAH I.
 
 
 Long Tour Orders (31 cal days or more) are available to e-certify on the FIRST day of the order. Automatically gets BAH I."
I want to take leave.	"FOLLOW NEW LEAVE PROCESS.
 
 
 1. Download AF988 from E-Pubs
 2. Complete AF988, ensure all boxes are complete and that it is signed by you and your supervisor.
 3. Upload AF988 into a CSP Inquiry - Military Pay - Leave Request Number
 4. Track your own leave.
 5. Take Leave
 6. Submit AF988 PART III after leave is complete. If you cancel or change your leave, you can put this in SECTION III
 
 
 AF988 PART I - Submit to finance for Leave Auth Number
 AF988 PART II - Your copy. TRACK YOUR LEAVE
 AF988 PART III - Submit to finance when you return from leave. COMPLETE SECTION III."
Carry Forward/Sell/Both Process	"FOLLOW LEAVE PROCESS GUIDE.
 
 
 1. Ensure you have turned in all AF988 Part IIIs from previously requested leave. Reports are on the 106 SharePoint. If you are on our report, you owe us an AF988 Part III. 
 2. Complete AF1089. Use the one provided NOT e-pubs. 
 3.Complete Leave SOU memorandum. (only if you want to carry forward previously earned leave)
 3. Submit 1089 and SOU via CSP. 
 
 
 Note: If PART IIIs are owed, your 1089 will NOT be processed. 
 
 
 1089 are to be submitted at the end of every long tour (31+ day) order. This is to let us know your orders have ended and you want to either keep or sell the left over days you've earned."
Please note: SGLI is a program managed by FSS. Contact them for any additional questions regarding SGLI or MilConnect.	You can update your SGLI/SSLI/FSGLI contributions in MilConnect.
"For more information on TSP, go to TSP.gov 
 Check out the webinars they have to offer to learn how you can maximize your contributions."	"1. Log Into MyPay
 2. Click TSP
 3. Update your percentages. 
 4. Allow up to one month for it to update."
There are many reasons you may have a debt. Here are a few.	"1. Check the remarks section on your LES. The date range is what you've been debted for. It will say what the debt is for typically right next to it. 
 
 If you did not get paid the month prior, the debt maybe simply for SGLI that is owed.If your orders were modified AFTER you got paid, you will receive a debt. If you e-certified orders that were then CANCELLED, you will receive a debt. If you were accidentally paid for drill, but you were on another order...you will receive a debt. If you were overpaid a bonus that was then terminated...you will receive a debt.If you took more leave than you had...you will receive a debt. If you were overpaid an entitlement that you are not entitled to (SDAP, BASIP, etc.) you will receive a debt.
 2. Open CSP inquiry with a copy of your LES with the debt you have questions on if you need more information."
"Check out if your zip code is entitled to COLA. COLA rates are updated by DFAS every calendar year.
 
 
 Read more about CONUS COLA: https://www.travel.dod.mil/Support/ALL-FAQs/Article/2906562/conus-cost-of-living-allowance/
 
 
 NOTE:
 BMT/TECH SCHOOL/PIPLINE - NOT AUTHORIZED COLA
 
 
 o Orders over 140 days use your HOR zip code.
 o PCS Orders use PCS location zip code.
 o Temp AGR over 180 days use base zip code.
 
 o Perm AGR use base zip code."	"You maybe entitled to COLA for the following reasons: In-Support of Contingency Order (based on HOR zip code)Orders are over 140+ days 
 
 
 Check the CONUS Calculator to know: https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/BAH-Rate-Lookup/
 
 
 Read about the 2023 CONUS COLA Changes: https://www.defense.gov/News/Releases/Release/Article/3254346/2023-conus-cola-rates/"
N/A	See slides.
Why is the M&IE portion of per-diem reduced for annual training?	"JTR 032302 A:
 3. An RC member listed below when both Government quarters, other than temporary lodging facilities, and a Government dining facility are available. a. An RC member performing annual training (AT). In this case the training location is the PDS, and no per diem is payable. Per diem is payable for TDY away from the annual training location or for travel to and from the annual training location if not in a commuting status. b. An RC member ordered to involuntary ADT because of unsatisfactory participation in the reserve commitment.c. An RC member newly enlisted and attending courses with a break in active duty between courses."
inprocessing	Yes to all the above, we need anyone and everyone coming to 310 SW RPO as a TR to inprocess. Please complete the attached required documents.
ATAAPS leave error...	"First, open your labor screen in ATAAPS and the pay period you are wanting to take leave. MAKE SURE THE DAYS AND HOURS MATCH UP WITH THE WING CALENDAR.
 
 
 *This is the primary reason the error shown above appears; when the hours don't line up in the labor screen, and the technician enters the hours based on the Wing calendar, the system alerts you to the fact that the hours don't match.
 
 
 Second, you are sometimes able to clear an error in the Leave Request screen by changing your 'From Time' and 'To Time' to even numbered hours.
 
 
 
 Third, ensure all fields with a red asterisk in the leave request are populated. 
 
 
 
 If you have tried these options and are still getting errors, contact the Finance office and ask for the technician pay CSR."
Member was charged for night of lodging for missing 40A.	"Be aware that when booking lodging for reschedules you or your unit must provide the 40A to lodging front desk at time of check-in to ensure the direct billing to unit occurs.
 
 To make sure FM has everything needed to complete a reimbursement make sure the following is attached to your CSP ticket.
 Signed 40AMFR with date you used ALRS to book your stay and explanation as to why 40A(s) were not provided to front desk, with your signature along with your supervisor and/or 1st Sgt.SF1034 - https://www.gsa.gov/Forms/TrackForm/32752Paid in full lodging receiptSF1199A (Direct Deposit Form) - https://www.irs.gov/pub/irs-utl/sf-1199-a_dirdeposit.pdf
 
 
 
 Please keep in mind that when payment is processed that it will pay to you directly and will not pay your GTC if you used it. GTC will be individual responsibility to pay"
Video link https://www.milsuite.mil/book/groups/deams/blog/2023/03/13/afaoc-data-analytics-what-is-a-status-of-funds	https://www.milsuite.mil/book/groups/deams/blog/2023/03/13/afaoc-data-analytics-what-is-a-status-of-funds
Parental Leave	"Members may take parental leave in one continuous period or in increments. Parental leave may be taken together with ordinary leave.
 
 
 In LeaveWeb, select 'Permissive Leave', dropdown Rule #26 and add the discharge paperwork from the hospital. 
 
 
 For further clarification, please see the attached guidance from the Secretary of Defense dated 04 January 2023 or contact our wing HRO."
