Description	Answer
OASDI Collection Period Extension for civilian payroll	OASDI Collection Period Extension
OASDI Civilian Collection Fact Sheet	OASDI Civilian Collection Fact Sheet
Military Social Security Tax Deferral Collection Fact Sheet	Military Social Security Tax Deferral Collection Fact Sheet
Civilian Social Security Tax Deferral Collection Fact Sheet	Civilian Social Security Tax Deferral Collection Fact Sheet
Deferring Payroll Tax Obligations in Light of the Ongoing COVID–19 Disaster	Presidential Memo-Deferring Payroll Tax
FAQs and Links on the Deferred Social Security Repayment for 2021	Social Security Repayment FAQs
Use this template to restore ROM leave that was previously charged.	ROM Leave Restoral MFR Template
"Below are the required training and forms for each access request for ATAAPS.
 
 
 ATAAPS Timekeepers:
 Completion of DD 2875
 DATAAPS Timekeeper Power Point Training
 https://disa.deps.mil/service/dodataaps/SitePages/DODATAAPS.aspx
 DATAAPS Timekeeper Joint Knowledge Online Training (JBSA requirement, highly encouraged for other locations)
 https://jko.jten.mil/
 Specialized Privacy Training, Identifying and Safeguarding Personally Identifiable Information (PII)
 https://dl.cyber.mil/trn/online/disa_pii_v40_final_web/launch.html
 Timekeeper access is requested through CSP following the below steps:
 Access CSP site: https://usaf.dps.mil/teams/SAFFMCSP/portal/SitePages/Home.aspx
 Click on Create Inquiry
 Input request for self or select other (only when submitting on behalf of someone else) fill out all required fields under Customer details.
 Under Inquiry Details select Civilian Pay with Sub-category ATAAPS Access Request.
 In the Description field provide the following information:
 Timekeeper:
 
 DD Form 2875 (block 13. Designate UIC and list/name of Teams needing access to)
 Attach-JKO certifier cert (if applicable), ATAAPS Power Point Cert and PII Cert.
 Click “Submit”
 
 
 ATAAPS Certifiers:
 Forms Accounting & Management Systems (FAMS) request for Appointment (NEW!! Replacing Electronic copy of DD 577)
 Any of the following 3 trainings is acceptable:
 FOB 105-FM Body of Knowledge
 CFI 100-Certifying Officer and Accountable Official Course
 DAO 101 (DAO 101 training can be done in FAMS if needed)
 ATAAPS Certifier Joint Knowledge Online Training (JBSA requirement, highly encouraged for other locations)
 ATAAPS Certifier Power Point Training
 Specialized Privacy Training, Identifying and Safeguarding Personally Identifiable Information (PII)
 Certifier appointment is requested through FAMS following the below steps:
 Individuals requesting appointment as ATAAPS Certifiers (Departmental Accountable Officials) will need to submit their request using FAMS.
 Access FAMS site:
 Sign in using CAC authentication cert
 Click on Request Appointment/Termination
 Apply for Departmental Accountable Official
 Apply for ATAAPS Certifying Officer/Time and Attendance Certifier
 Fill in all required tabs with the requested information
 On the Training Tab you will need to load your certificate for DAO 101/CFI 100/FOB 105. Training must have been completed within a year of request. (When uploading certificate, it must be labeled “LastNameNameOfCert i.e. SmithDAOCert/SmithCFICert/SmithFOBCert” to ease this process. Ensure there are no spaces or special characters in the file name, otherwise the training will not upload.)
 Appointing Authority must be Commander or equivalent on G-Series orders
 Click “Submit”
 Once the appointing authority has appointed, appointee must accept appointment in FAMS for completed DD 577 to be generated.
 ***Note: If your FAMS personal information is not correct in regards to email address or organization you will need to go to DEERS to update this information.***
 Once appointed in FAMS, certifier access is requested through CSP following the below steps:
 Access CSP site:
 Click on Create Inquiry
 Input request for self or select other (only when submitting on behalf of someone else) fill out all required fields under Customer details.
 Under Inquiry Details select Civilian Pay with Sub-category ATAAPS Access Request.
 In the Description field provide the following information:
 Certifier:
 - FAMS Appointment request has been approved.
 - Roster Access: List name of rosters needing access to.
 Attach-JKO certifier cert (if applicable), ATAAPS Power Point Cert and PII Cert.
 Click “Submit”
 We ask that you follow these steps to allow the Civilian Pay Liaison Office to process the request with minimal requests for corrections so we can grant the required access.
 
 
 Forms:
 DD 577 (FAMS)
 DD 2875
 
 
 Training:
 PII Training
 DISA DATAAPS Certifier Training
 JKO Training (if applicable)
 
 
 Links:
 FAMS
 JKO
 ATAAPS Certifier Power Point Training
 Specialized Privacy Training, Identifying and Safeguarding Personally Identifiable Information (PII)"	DATAAPS System Access (Certifier and Timekeeper)
"ATTENTION: The following information is for military members (all services and components, federal civilian employees and military retirees.
 
 **************************
 All military members, military retirees and federal civilian employees using the myPay pay management application can submit or update their IRS Form W-4 (Employee’s Withholding Certificate) using the redesigned 2021 format to ensure sufficient federal income tax withholding is applied to their pay account. Upon selecting the Federal Withholding option, myPay will display the customer’s current federal withholding election. Once Edit is selected, the input screen will reflect the 2021 W-4 format
 
 Note: Updating this information is not required for current military retirees, military members or federal employees.
 
 Customers who wish to adjust Federal Income Tax Withholding may complete and submit 2021 IRS W-4 information.
 
 Employees that have questions can contact their servicing human resource office, payroll office and/or customer service representative. Please note, these offices may be limited in the information they can provide as they are not tax preparers nor financial advisors. Retirees are advised to contact their tax preparer or financial advisor. Employees can update their tax withholding throughmyPay.
 
 
 Forms:
 IRS W-4 
 
 
 Links:
 https://mypay.dfas.mil/
 
 https://www.irs.gov/pub/irs-pdf/fw4.pdf"	W-4 Procedures
"Federal employees who received PCS reimbursement and elected/declined Withholding Tax Allowance (WTA-defers your federal taxes on your PCS payment) must submit the following documents below once you have filed your Federal Income Tax for the year you received your travel payment on. Please provide these documents via the Comptroller Services Portal under the Category: Travel Section Sub-Category: Civilian - Relocation Income Tax Allowance (RITA).
   
  Employees provide (Templates and examples are loaded below) Completed DD form 1351-2- Please complete all the highlighted areas on the DD form 1351-2 New completed FMS-2231 (Direct Deposit) - with a current signature and date Current tax return- A copy of the current tax year’s taxes will need to be seen but not kept with the RITA form RITA form signed Pg 2 (signed by spouse if filed jointly) - If you filed jointly make sure your spouse has also signed and dated the form.Orders
   
  Note: If you have received a debt letter from Ellsworth AFB (see sample debt letter attached below) stating you have a travel debt it may be because you elected WTA which is meant to defer the federal taxes for PCS payment. If you made this election then you must file a RITA Voucher to offset this debt. Your debt amount should match your WTA payment you received. 
 
 Forms:
 RITA Checklist
 DD Form 1351-2 (Travel Voucher/Sub Voucher)
 You must claim RITA in block 18
 Block 20 must be signed and dated by you and your reviewer/supervisor
 DD Form 1614 (Travel Authorization/Orders) with all amendments
 Include Direct Deposit Form SF1199A
 All W-2s (travel and payroll), including spouse’s if filing jointly, for the year you are claiming RITA.
 RITA Certified Statement of Income and Tax Filing Status
 Completed Federal Income tax return (Form 1040) including pages pertaining to wages, tips and other compensation and additional income and moving expense deductions.
 Completed State and Local income tax returns if your travel pay was taxed by a state
 
 Links:"	Civilian PCS - RITA Filing Procedures
"From DFAS…
 
 “I believe you are already aware, but the use or lose leave balance for all DJMS-AC members was overstated on January LESs. The fix for future month LESs is in process, and IT is working to correct the programming error for January and send corrected January LESs. SmartDocs will be sent to affected members this week. Also, a message will be posted on the myPay homepage today.
 
 The root cause was a programming error when updating DJMS for the new W-4 form.”"	Jan LES-Inaccurate leave/use lose balance
"Under the Tax Cuts and Jobs Act (TCJA) - 22 Dec 2017, moving expenses and relocation payments paid by an employer on and after January 1, 2018, are identified as taxable in-kind benefits. For the 2020 tax year, this affects the transportation costs incurred then paid on the behalf of the member for the period of 1 Nov, 2019 – October 31, 2020. Per IRS guidelines, in-kind benefits must be closed out by October 31 of the year.
 
  For CYs 2020 through 2025, the Air Force will report the household goods as income to the IRS and pay the taxes on behalf of the employee, which will create a debt to the Air Force and a tax liability to the member. While this is a change from previous year’s, it will take the concern of tax penalties away from the employee. The tax liability will be reflected as a “Due U.S” voucher and will be mailed to the member in January 2021 (closer to tax filing season) and will provide members the option of establishing a repayment plan or pay a lump sum amount. Note: Standard issue indebtedness notification letters offer waiver options. However, there is not a waiver option for this specific tax indebtedness.
 
 Forms:
  
 Links:
 https://www.dfas.mil/CivilianEmployees/civrelo/Civilian-Moving-Expenses-Tax-Deduction/Background/
 https://www.dfas.mil/Portals/98/Documents/Civilian%20Employees/Third_Party_Payments%20Fact%20Sheet_Feb%202020.pdf?ver=2020-03-30-080031-277"	Tax Year 2018 W-2C Penalty Relief
"1. ISSUE: Air Force civilians incurred debt to the Air Force as part of their 2020 Permanent Change of Station (PCS) government-funded moves for the period of November 1, 2019 to October 31, 2020. Per IRS rules, in-kind benefits must be closed out by October 31 of the year. The amount due involves taxes that were paid on employees’ behalf by the Department of the Air Force and includes Federal Income Tax Withheld, Social Security and Medicare. The Air Force is working with impacted civilians for reimbursement. 
   
  2. BACKGROUND: In accordance with the Tax Cuts and Jobs Act (TCJA)-22 Dec 2017, moving expenses and relocation payments paid by an employer on and after January 1, 2018, are taxable, in-kind benefits to the employee. In 2018 and 2019, the Air Force identified the individual relocation costs and reported that additional income to the IRS, but the Air Force did not pay the required taxes to the IRS on behalf of the employee. The household goods (HHG) gross amount was added to income on the employees’ W2s with no taxes withheld. When employees filed tax returns with the IRS in those years, they owed taxes to the IRS. The delayed reporting resulted in some employees filing amended tax returns. Defense Finance and Accounting Service (DFAS) and Air Force General Council worked with the IRS to have penalties waived for the late reporting, but interest accrued by the Air Force’s delayed reporting was not waived. The IRS instructed the Air Force to withhold taxes and report the income in a timely manner.
   
  In line with other DoD agencies in 2020, the Air Force is now reporting the HHG income to the IRS and paying taxes on behalf of employees at the time of their moves, creating a debt to the Air Force. This approach prevents the employee from having late penalties and owing interest to the IRS for not paying the tax at the time it was reported. Employees will receive one travel W-2 that will include the increase in gross income and taxes for all PCS-related vouchers filed and HHGs. 
   
  The tax liability will be reflected as a Due U.S. voucher, which is a debt to the employee. The employee will receive a copy of the voucher and notification about repayment options. Note: Standard issue indebtedness notification letters offer waiver options. However, there is not a waiver option for tax indebtedness.
   
  The Air Force will allow the employee to repay the debt all at once or set up a repayment plan. The employee can choose to repay the balance of the indebtedness at any time after a payment plan is established.
   
  The employee will receive a Travel W-2 at the end of the year that will include the increase in gross income and taxes for all PCS-related vouchers filed and HHGs. Tax year 2020 W-2s will be mailed to employees and also available through myPay. Employees will file their tax return for the calendar year and subsequently file a Relocation Income Tax Allowance (RITA) voucher to help offset the additional tax burden imposed by the PCS move. This is not a 100-percent dollar for dollar offset as each individual’s tax situation is unique.
   
  3. PA POSTURE: Active. Messaging should remain within the confines of this document. Questions or issues outside of this guidance will be forwarded to AFIMSC/PA. 
   
  4. HOLDING STATEMENT: Support for Air Force employees and their families affected by taxes levied for government-funded permanent change of station moves is a top Air Force priority. The Air Force will offer several repayment plan options that best meet employee needs in order to ease any financial burden the taxes may cause. We’re also conducting an awareness campaign to make employees aware of this tax situation when they plan their moves.
   
 
 Forms:
  
 Links:
 https://www.dfas.mil/Portals/98/Documents/Civilian%20Employees/Third_Party_Payments%20Fact%20Sheet_Feb%202020.pdf?ver=2020-03-30-080031-277
 
 https://www.dfas.mil/CivilianEmployees/civrelo/Civilian-Moving-Expenses-Tax-Deduction/"	Employee Household Goods Tax Debt
"Good afternoon,
 
 
 There were some issues with people saying the Memos and Guidelines Articles so it has been posted here as well."	DTS SAVs and Monthly Training
Household Goods Tax Debt Q&A	Household Goods Tax Debt
"Any updates to payroll tax withholding are forward looking only. 
 Military Only – does not pertain to civilians: Updating your state of legal residence will not retroactively apply to any period. You will have to file annual tax filings with those states to retrieve any funds already withheld and sent to that particular state.
 
  The preferred route for Civilian employees to update their state tax withholding is through DFAS' myPay website (https://mypay.dfas.mil/#/).
 Another option is to complete the below form and submit an inquiry into CSP for the Civilian Pay team to update. 
 
 
 
 Forms:
 https://www.irs.gov/pub/irs-pdf/fw4.pdf
 
 
 
 
 Links:
 https://mypay.dfas.mil/#/"	Update State Tax Withholding
"How to Apply Online:
 Complete your loan application by logging in to My Account through TSP.gov. Note: Depending on your marital status, the type of loan you are requesting, and how you want to receive your funds, you may need to take additional steps to submit your application.
 If the online tool prompts you to print and submit your loan request, you must open and print the loan agreement package supplied to you, sign and date the form, include any additional required information, and send the completed request to TSP. You can then upload your submission in My Account, or you can mail or fax your request according to the instructions on the form.
 Submit this request one time only. TSP will cancel any subsequent request they receive.
 Make sure your correspondence address is updated with TSP by logging into DFAS' myPay website before you begin this process. You cannot update your correspondence address in TSP.gov or by visiting CPTS. You can only update your TSP correspondence address by using DFAS myPay.
 
 
  Once your loan is approved, you will be notified by mail from TSP directly to your specified TSP mailing address.
 
 
  TSP transfers the data file to DoD and ultimately DFAS to establish the loan repayment debt. Your finance office is not involved in establishing the loan repayment debt. You will see the debt directly on your LES when repayment starts. The letter TSP is mailing to you will provide the details. Generally, TSP cites no later than 60-days after loan issuance the debt will hit your pay record. This is because members can request a TSP loan at any time and DoD has established cut-off dates each month to stop adjustments for that month's pay.
 Civilians:
 When transferring to a new agency or organization, TSP repayments must be reestablished. This is accomplished by completing the TSP-19 form and submitting to your local payroll office. The payroll office will then send a DFAS Remedy ticket for processing. Once received and processed, the payments should resume one to two pay periods after submission.
 For more information on the TSP-19 please go to the following link:
 https://www.tsp.gov/bulletins/10-8.pdf
 Additional information on resuming loan payments and defaulting on your loan can be reviewed on the following link:
 https://www.tsp.gov/publications/tspfs04.pdf (Note: Read information on Resuming Loan Payments and Defaulting on a Loan on Pg. 6 of Fact Sheet: Effect of Nonpay Status on Your TSP Account.
 
 
 Forms:
 For initial application, forms may vary, and it is imperative you check with TSP.gov for complete requirements. To reestablish loan payments, TSP-19 is required.
 
 Links:
 
 https://www.tsp.gov/loan-basics/applying-for-a-loan/"	TSP Loan
"DFAS has found an issue delaying the first 2020 OASDI Tax Deferral collection that was to occur in PPE January 16, 2021, impacting for 13,090 employees. Collections for these employees will start in PPE January 30, 2021, which means they will have 1 additional collection in December. SMARTDOCs will be sent to the impacted employees to make them aware of the 1 pay period delay.
   
  This issue was caused by a missed impact within our DCPS retro software that eliminated an individual’s special “OASDI deferral flag” being used to track the OASDI deferrals when a 2020 corrective/overlaying transaction was applied after the new year and before we established the collection amounts in our debt module. Once that flag was gone, we didn’t recognize the employee as having OASDI deferred until we reviewed the transactional data, as that flag was the driver for establishing the collection population.
   
  Rest assured that the employees’ collections will be established appropriately and we have verified the deferral amounts were not impacted by the above issue. 
 
  The Consolidated Appropriations Act, 2021 was passed and extended the period for collecting deferred 2020 Social Security taxes. The period for collection is now January 1, 2021 through December 31, 2021.
 
 At the end of December, the 2020 Social Security tax deferral ended. Beginning January 2021, the normal 6.2% Social Security tax withholdings resumed normal deductions from pay for military members and civilians, and an additional deduction for the deferred 2020 Social Security tax collection taken from pay.
 
 Per IRS guidance (as modified by the Consolidated Appropriations Act, 2021), the Social Security taxes deferred in 2020 will be collected from pay between January 1 and December 31, 2021.
 
 Military Members -
 For active duty military members, the 2020 deferred Social Security taxes will be collected in 24 installments, from your mid-month and end-of-month pay between January 1 and December 30, 2021.
 
 For reservists and guardsmen performing intermittent duty in 2021, the amount collected may not be the same every pay period. DFAS will collect 2% of net available from each weekly, mid-month and end-of-month pay, and will continue until the deferred taxes have been repaid in full.
 
 Beginning in January 2021, your myPay LES will reflect the monthly collection amount and contain a note in the remarks section that shows the remaining balance of deferred Social Security taxes.
 
 Civilian Employees –
 The amount of Social Security taxes deferred in 2020 will be collected in 26 installments between pay-periods ending January 16 and December 31, 2021.
 
 Beginning in January 2021, your myPay LES Remarks section will include the 2020 deferred OASDI collection amount in that pay period, as well as the remaining balance to be collected.
 
 Key Facts
 If you separate or retire prior to the deferred Social Security tax being collected in full the unpaid balance will either be collected from your final pay or you may receive a debt letter with instructions for repayment. Collection will occur through the debt management process. You will receive a debt letter via US mail which will provide instructions for repayment. Payments can be made online via Pay.gov.
 
 Regarding 2020 Social Security Tax Deferral Form W-2Cs, please see “Instruction for Employees” section via the link below.
 
 Background
 Pursuant to IRS Notice 2020-65 and at the direction of the Office of Management and Budget and Office of Personnel Management, Social Security (Old Age, Survivors, and Disability Insurance) or “OASDI” tax withholdings were temporarily deferred from September through December 2020 and will be collected from wages paid between January 1, 2021 and December 31, 2021, for employees who had wages subject to OASDI of less than $4,000 in any given pay period. These actions were in response to the Presidential Memorandum issued on August 8, 2020.
   
 Forms:
 2020 Tax Deferral Pamphlet and Fact Sheets
 
 Links:
 https://www.irs.gov/forms-pubs/form-w-2-reporting-of-employee-social-security-tax-deferred-under-notice-2020-65
 Military Member FAQ
 Military Member Fact Sheet
 Civilian FAQ
 
 Civilian Fact Sheet"	2020 OASDI Tax Deferral Collection
"Team Ramstein,
 
 Members stationed at Geographically Separated Units (GSUs) may in-process with finance virtually at the following linkhttps://efinance.sso.cce.af.mil/login?4 from a CAC enabled computer. The vouchers will be submitted directly to the PCS team for review. 
 
 
 Members can find a comprehensive user guide on the home page of the Comptroller Service Portal attached to this post. Additionally, the guide is available on the virtual in processing website. To access the user guide from the website, click “PCS” in the top right-hand corner of the website. After you begin creating your voucher, the guide is available under the “Briefings” hyperlink."	In-Processing for GSUs Outside KMC Area
"Unsure which TSP to contribute to?
 
 
 TSP - Traditional vs. Roth
 Read this article to tell the difference between Traditional TSP and Roth TSP."	Traditional/Roth TSP - What's the difference?
JBPH-H ROM procedures.	JBPH-H ROM Procedures
Scheduled partial pays can be set up for any TDY greater than 45 days and are paid out every 30 days after initial payment is received. The first partial pay will include Airfare from home station to deployed location along with any hotel and taxi needed prior to getting to final destination. Please upload all support documentation for your scheduled partial pay in DTS.	DTS Deployment Orders & Voucher (Scheduled Partial Pay)
"Are you looking for a Leave & Earning Statement (LES) that is over a year old?
 You can submit a request through CSP to your local finance office or
 
  the link below allows you to submit a request for an older LES that is no longer available via MyPay.
 
  https://corpweb1.dfas.mil/askDFAS/ticketInput.action?subCategoryID=16124
 
  Note- LES requests using the link above are submitted to DFAS and can take up 90 days.
 
 
 Forms:
 N/A
 
 
 Links:
 https://corpweb1.dfas.mil/askDFAS/ticketInput.action?subCategoryID=16124"	Request LES Statements >1 year-old
"Starting 1 January 2021, for all service members, there will be a MISCELLANEOUS DEBT collecting against your record.
 
 
 This is for the recoupment of the 2020 Social Security Tax Deferral. In 2020, Active Duty service members had their Social Security collection deferred until 2021. on 1 January DFAS created the repayment for these deferred collections through December 2021. So you will see this debt collect back every month until the end of the year.
 
 
 
 
 More information on the tax deferral can be found here:
 
 
 https://www.dfas.mil/taxes/Social-Security-Deferral/"	MISCELLANEOUS DEBT?
"On January 1st 2018 there was a change to policy that has impacted PCS travel entitlements in regard to Transportation and House Hold Goods (HHG). Both of these entitlements were not previously taxed items and are now considered taxable items. For those employees that had their House Hold Goods paid for by the AF will need to pay the taxes on these two entitlements from 2018 forward. Federal employees will receive the outstanding debt letter from the Travel processing center (see below pg.2) which will not provide the exact reason the travel debt is for. You will need to submit an inquiry through the Comptroller Services Portal to request a copy of your voucher summary for your PCS (please include your full SSN). The comments section of the voucher summary provide you with the reason for the deb which could be for HHG’s or if the employee didn’t process their Relocation Income Tax Allowance (RITA). If the letter is for the HHG’s please note that this is a valid debt based on the policy change and arrangements to pay back the taxes the Air Force paid the vendor on your behalf must be established before having your wages garnished. The last page of your debt letter will have the Voluntary Repayment Agreement for Travel Indebtedness that can be filled out to establish a payment arrangement for this debt. Please submit the debt letter with the repayment portion completed to the CSP portal (link below) and we will send it to the Travel processing center to start the repayment of the HHG’s debt.
  
 https://usaf.dps.mil/teams/SAFFMCSP/portal/SitePages/Home.aspx
 Copy and paste link using Google Chrome for best compatibility.
 
 When you submit your inquiry please make sure to submit it under Travel Section Sub-Catergory Travel Debts. In the Title field please put Civilian Travel Debts. This will allow us to properly assign and process your request for repayment."	Outstanding Travel Debt for Household Goods (HHG)
Please see attached COVID Special Leave Accrual (SLA) Frequently Asked Questions updated 6 April 2021.	COVID SLA FAQs
"Special Leave Accrual (SLA)
   
  Special leave accrual is granted to member’s who are unable to use their leave within the fiscal year due to Qualified Hazardous Duty Areas (QHDA)/Hostile Fire/Imminent Danger Pay (HF/IDP). The member is encouraged and expected to exhaust all means of using the days within the FY. If the member does lose days to these particular missions, the lost days (you have to lose the days first) can be reinstated with O-6 (if delegated) approval.
   
  Upon crossing the FY, whatever the balance was prior to losing the days, is your protected limit. You can have up to 120 days protected, but if you cross the FY with only 61 days, your protected limit stays 61. This balance is protected for up to 3 more FY’s or until the member reduces their balance under the 60 day limit. In instances outside of QHDA or HF/IDP environments, the protection only lasts for 2 more FY’s or until the member reduces their balance under the 60 day limit.
   
  If the member takes leave and ever drops below their protected limit, the new lower balance will be protected for the remaining years or until the member reduces their balance under the 60 day limit.
 
 
 
 Forms:
 
 Links:"	SLA Guidance
"Team Osan,
 
 
 If you meet the criteria outlined in the below guidance you could get the days that you were required restriction of movement during your leave. Please read the guidance carefully, and if applicable complete the attached document (request of restriction of movement) along with your commander signature and return to finance using the comptroller service portal."	Restriction Of Movement Leave restorations
"Q1. Can members accrue up to 120 days of leave through 2024?
  A1. No, members cannot accrue up to 120 days of leave through 2023. Members may not accrue more than the 1 Oct 2021 carry over balance.
 
 
 
  · Q2. Will the current period of COVID SLA accrual be extended past the 30 Sep 2021 date due to existing COVID 19 impacts?
  A2. No current extension exists yet.
 
 
 
  · Q3. If a member takes leave during the year and the COVID SLA balance drops can they continue to accrue back up to the 1 Oct 2020 amount before the end of the FY?
  A3. No, once members CZ leave carry over balance drops below the 1 Oct 2021 amount then that becomes the new balance. If the amount drops to 60 or below then COVID SLA is then considered used. There is no option to accrue back up to the previous carryover balance.
 
 
 
  · Q4. Airmen that have carried over leave in FY21 should have to take 30 days of leave or risk losing leave at the end of the FY?
  A4. Yes, currently members with a carryover balance will be required to use 30 days or any excess leave at 30 Sep 2022 will be lost.
 
 
  Q5. How can members calculate their current use or lose based on incorrect LES data being reflected?
 
  A5. To calculate their correct Use/Lose number, the member will need to subtract 60 from the CZ LV Carryover Balance (listed in the remarks section on the LES). Then take that number and subtract it from the number in the Use/Lose leave block.
   
  · Q6. Can members sell back more than 60 days of leave upon retiring or separating due to COVID leave restrictions and the accumulation of excess leave?
  A6. No, currently there is no exception allowing members to sell back more than the maximum amount of 60 days in a career.
 
 
 
  · Q7. If leave is cancelled after the fact will the CZ leave balance be adjusted to credit those days back?
  A7. No, the entry will not be automatically updated when leave is cancelled/changed after the fact. A CMS case will need to be sent to DFAS in order to correct the entry and credit any days back toward the CZ SLA balance. 
 
 
 
 Forms:
 N/A
 
 
 Links:
 
 https://mypers.af.mil/app/answers/detail/a_id/50925"	COVID SLA FAQs - 6 April 2021
"For the Real Estate expense you need to have it claimed on a new DD1351-2 and have the DD 1705 completed.
 · If the Real Estate is for a Sales it must go back to the previous base to the JAG office for approval usually the CPO office here will help with that.
 · If the Real Estate is for purchase you must go through the CPO office to turn it in.
 REQUIRED DOCUMENTS
 1) DD 1351-2
 2) DD 1705 Must complete all highlighted areas –
 a. blk 8 comes from the order blk 26
 b. blk 9 Transportation agreement comes from blk 21 on orders
 c. blks 13&14 must match the closing disclosure statement for closing date and sales/purchase price
 3) Closing disclosure or ALTA Statement
 4) Memo from legal if mbr’s claim was reduced
 
 
 On DD1351-2
 1) Block 18. Sale Expense, has to go back to previous base for approval and signed
 2) Block 19. Purchase Expense, signed off at new duty station.
 3) Block 20 Payment Approval by New Duty Station, Doesn’t matter either for Sales or Purchase will be signed off by CPO at the new duty station.
 
 
 Once all is done send in via a CSP inquiry:
 
 a) Your Travel voucher
 b) DD 1705, Memo’s if reduced
 c) Home sale closing disclosure statement
 d) PCS orders
 e) WTA statement
 
 f) 2231 direct deposit form"	Civilian PCS - Real Estate Claim
"Please provide an updated AF Form 594 and supporting documentation. AF Form 594 can be found in CSP under Policy memos & Guidelines Military Pay. Please ensure you update DEERS with the correct information also.
 
 
  Adding Spouse, Marriage Certificate
  Removing Spouse, Divorce Decree
  Adding Children, Birth Certificate
 
 
 Forms:
 AF Form 594
 
 
 
 Links:"	Updating your BAH? Click here
Make an inquiry with a DD1561 filled out. and make sure you have already filed your DTS voucher.	Want to claim FSA?
Make sure to upload your PCS Orders and this DLA form.	Applying for Advanced DLA?
"What is COVID-19 SLA?
 Due to COVID-19, the DoD has authorized military members to carry over up to 120 days of leave at the end of FY20, which was 30 September 2020, rather than the normally authorized 60 days. COVID-19 SLA will expire at the end of FY23 meaning members leave balance must be either equal to, or less than 60 days of leave as of 30 September 2023. It is important to note that your max SLA can decrease as it is used.
 
 How do I know if I have COVID-19 SLA?
 It only applies to members who had greater than 60 days of leave on 30 September 2020. In the members LES, under the remarks section, there should be a note that says “COMBAT ZONE LV CARRYOVER BAL >60 DAYS EXPIRES 30 SEP 2023”.
 
 General Information:
 DFAS charges leave as “last in, first out”; meaning current year leave earned is used first, and then COVID-19 SLA. Regular SLA does not follow this same set of rules. If a member has SLA, in any leave earned in any FY23 needs to be used in the respective FY or it will be lost on 30 September of that FY. Members earn .5 days of leave for every six, days served in a month, or 2.5 days of leave every month.
 
 Final Remarks:
 Do not lose your hard-earned leave! If you earned COVID-19 SLA, on 30 September 2020, your use/lose balance is inaccurate & you must take at least 30 days of leave in FY21. The BL or “Used leave” block on the LES must be greater than or equal to 30 days of leave every FY for members with SLA to not lose their leave earned in that Fiscal Year. For any questions regarding SLA please utilize the Comptroller Services Portal, if you are stationed at a GSU of Holloman AFB, please utilize our email at49cptsfso@us.af.mil."	COVID-19 SLA
"In order to file for TQSE reimbursement the following documents will need to be provided along with your supplemental PCS Voucher submittal.
 1. 1351-2
 2. Orders (detailing if TQSE is actual or fixed)
 3. Actual- Mbr must complete DD Form 2912
 a. DD Form 2912 must be completed
 b. Dates on the 2912 must be in order and any gaps must be explained
 c. Number of days must be authorized on the orders
 d. Authorized days cannot exceed 120 days
 e. Standard CONUS rate applies at $151 (Except Hawaii, Alaska and Guam are paid at their locality rate)
 f. Lodging includes room rate, taxes, fees and parking
 g. More than one room can be claimed if traveling with dependents
 h. Lodging receipts are required
 i. Itemized receipts are required for any meal over $74.99 (no alcohol is payable)
 j. Paid in 30 day increments (System requires 30 days for proper cost computation)
 k. If the employee gets per diem for travel, only dinner & lodging is paid
 l. Home cooked meals maybe claimed
 m. ALL home cooked meals must be added together and divided by number of days claimed to equal same dollar amount for each home cooked meal.
 n. Actual Expense TQSE is an actual expense reimbursement NTE a max based on standard CONUS rate
 TQSE Computation:
 Day 1 – 30 = daily rate NTE max rate at 100% employee, 75% spouse & dep over 12 years, 50% for dep under 12 years
 Day 31 – 120 = daily rate NTE max rate at 75% employee, 50% spouse & dep over 12 years, 40% for dep under 12 years
 Computation Example 1st 30 days – Employee, spouse and 1 child under 12
 1st 30 days the percentage is 100% + 75% + 50% = 225%
 225% X $151 (current CONUS rate) = $339.75
 Employee will be limited to actual cost or $339.75, whichever is less per day
 Computation Example 31-120 days – Employee, spouse and 1 child under 12
 1st 30 days the percentage is 75% + 50% + 40% = 165%
 165% X $151 (current CONUS rate) = $249.15
 Employee will be limited to actual cost or $249.15, whichever is less per day
 4. Fixed- Mbr will complete Fixed TQSE statement (this can be claimed on initial PCS Voucher)
 a. Limited to 30 days
 b. Employee may elect old or new PDS (unless old PDS is OCONUS)
 c. Fixed TQSE needs to be approved in the orders
 d. Fixed TQSE only needs to be claimed on the 1351-2
 e. DD Form 2912 is not needed
 f. If the employee does not claim a location on the 1351-2, it will be paid at the NPDS
 5. WTA Statement
 
 Once all is done send via CSP inquiry:
 Inquiry will be submitted under Category Travel Pay Sub-category Civilian – Temporary Quarters Subsistence Expense.
 1. 1351-2
 2. TQSE Fixed-TQSE fixed statement
 3. TQSE Actual-DD 2912 (itemized receipts for meal over $74.99)
 4. Orders
 5. WTA Statement
 
 6. Direct Deposit Information"	Civilian PCS – TQSE (Temporary Quarters Subsistence Expense)
